Author1,Author2,Weight
Fernandez Brando R,Sacerdoti F,1
Mercado E,Palermo M,1
Fiorentino G,Zotta E,1
Fiorentino G,Seyahian E,1
Fiorentino G,Sacerdoti F,1
Fiorentino G,Mercado E,1
Fernandez Brando R,Zotta E,1
Fernandez Brando R,Vilte D,1
Fernandez Brando R,Seyahian E,1
Jiang S,Pretell Annan C,1
Jiang S,Nakazawa K,1
Jiang S,Nakao K,1
Belforte J,Nakazawa K,1
Diaz N,Pretell Annan C,1
Diaz N,Nakazawa K,1
Diaz N,Nakao K,1
Diaz N,Jiang S,1
Diaz N,Jeevakumar V,1
Diaz N,Hashimoto K,1
Diaz N,Fujita Y,1
Diaz N,Eskow Jaunarajs K,1
Belforte J,Nakao K,1
Jeevakumar V,Pretell Annan C,1
Belforte J,Jiang S,1
Belforte J,Jeevakumar V,1
Belforte J,Hashimoto K,1
Belforte J,Fujita Y,1
Belforte J,Eskow Jaunarajs K,1
Belforte J,Diaz N,1
Cutrera R,Gonzalez B,1
Carbone S,Gonzalez B,1
Eskow Jaunarajs K,Fujita Y,1
Eskow Jaunarajs K,Hashimoto K,1
Eskow Jaunarajs K,Jeevakumar V,1
Eskow Jaunarajs K,Jiang S,1
Jeevakumar V,Nakazawa K,1
Jeevakumar V,Nakao K,1
Jeevakumar V,Jiang S,1
Hashimoto K,Pretell Annan C,1
Hashimoto K,Nakazawa K,1
Hashimoto K,Nakao K,1
Hashimoto K,Jiang S,1
Hashimoto K,Jeevakumar V,1
Fujita Y,Pretell Annan C,1
Fujita Y,Nakazawa K,1
Fujita Y,Nakao K,1
Fujita Y,Jiang S,1
Fujita Y,Jeevakumar V,1
Fujita Y,Hashimoto K,1
Eskow Jaunarajs K,Pretell Annan C,1
Eskow Jaunarajs K,Nakazawa K,1
Eskow Jaunarajs K,Nakao K,1
Bellizzi Y,Mata E,1
Bellizzi Y,Zotta E,1
Asorey L,Cutrera R,1
Medina Villalon S,Paz R,1
Alvarez R,Espindola S,1
Alvarez R,Damianich A,1
Alvarez R,Avale M,1
Pizzo F,Roehri N,1
Paz R,Roehri N,1
Paz R,Pizzo F,1
Medina Villalon S,Roehri N,1
Medina Villalon S,Pizzo F,1
Lagarde S,Roehri N,1
Alvarez R,Gallo J,1
Lagarde S,Pizzo F,1
Lagarde S,Paz R,1
Lagarde S,Medina Villalon S,1
Colombet B,Roehri N,1
Colombet B,Pizzo F,1
Colombet B,Paz R,1
Colombet B,Medina Villalon S,1
Colombet B,Lagarde S,1
Alvarez R,Ferrario J,1
Alvarez R,Sartor M,1
Blank V,Boggian D,1
Belforte J,Sartor M,1
Ferrario J,Gallo J,1
Espindola S,Sartor M,1
Espindola S,Gallo J,1
Espindola S,Ferrario J,1
Damianich A,Sartor M,1
Damianich A,Gallo J,1
Damianich A,Ferrario J,1
Damianich A,Espindola S,1
Belforte J,Gallo J,1
Avale M,Belforte J,1
Belforte J,Ferrario J,1
Belforte J,Espindola S,1
Belforte J,Damianich A,1
Avale M,Sartor M,1
Avale M,Gallo J,1
Avale M,Ferrario J,1
Avale M,Espindola S,1
Avale M,Damianich A,1
Carron R,Roehri N,1
Carron R,Pizzo F,1
Carron R,Paz R,1
Boggian D,Zotta E,1
Mata E,Roguin L,1
Delpiccolo C,Zotta E,1
Delpiccolo C,Roguin L,1
Delpiccolo C,Mata E,1
Cornier P,Zotta E,1
Cornier P,Roguin L,1
Cornier P,Mata E,1
Cornier P,Delpiccolo C,1
Boggian D,Roguin L,1
Carron R,Medina Villalon S,1
Boggian D,Mata E,1
Boggian D,Delpiccolo C,1
Boggian D,Cornier P,1
Blank V,Zotta E,1
Blank V,Roguin L,1
Blank V,Mata E,1
Blank V,Delpiccolo C,1
Blank V,Cornier P,1
Mata E,Zotta E,1
Alejandra R,Alicia E D,1
Alejandra R,Natalia S,1
Alicia E D,Natalia S,1
Carron R,Lagarde S,1
Carron R,Colombet B,1
Benar C,Roehri N,1
Benar C,Pizzo F,1
Benar C,Paz R,1
Benar C,Medina Villalon S,1
Benar C,Lagarde S,1
Benar C,Colombet B,1
Benar C,Carron R,1
Bartolomei F,Roehri N,1
Bartolomei F,Pizzo F,1
Bartolomei F,Paz R,1
Bartolomei F,Medina Villalon S,1
Bartolomei F,Lagarde S,1
Bartolomei F,Colombet B,1
Bartolomei F,Carron R,1
Bartolomei F,Benar C,1
Asorey L,Gonzalez B,1
Asorey L,Carbone S,1
Gallo J,Sartor M,1
Clapes S,Martinez N,1
Damiano A,Roberts J,1
Damiano A,Ramos M,1
Clapes S,Viana M,1
Clapes S,Teran E,1
Clapes S,Sosa-Macias M,1
Clapes S,Roberts J,1
Clapes S,Ramos M,1
Clapes S,RIVA-TREM,1
Clapes S,Lima V,1
Escudero C,Martinez N,1
Clapes S,Giachini F,1
Clapes S,Galaviz-Hernandez C,1
Clapes S,Escudero C,1
Clapes S,Damiano A,1
Calderon-Dominguez M,Viana M,1
Calderon-Dominguez M,Teran E,1
Calderon-Dominguez M,Sosa-Macias M,1
Calderon-Dominguez M,Roberts J,1
Damiano A,Viana M,1
Escudero C,Ramos M,1
Martinez N,Viana M,1
Lima V,Martinez N,1
Martinez N,Sosa-Macias M,1
Martinez N,Roberts J,1
Martinez N,Ramos M,1
Martinez N,RIVA-TREM,1
Lima V,Viana M,1
Lima V,Roberts J,1
Lima V,Ramos M,1
Lima V,RIVA-TREM,1
Giachini F,Viana M,1
Escudero C,Roberts J,1
Giachini F,Roberts J,1
Giachini F,Ramos M,1
Giachini F,Martinez N,1
Galaviz-Hernandez C,Viana M,1
Galaviz-Hernandez C,Roberts J,1
Galaviz-Hernandez C,Ramos M,1
Galaviz-Hernandez C,Martinez N,1
Escudero C,Viana M,1
Calderon-Dominguez M,Ramos M,1
Calderon-Dominguez M,RIVA-TREM,1
Calderon-Dominguez M,Martinez N,1
Asturizaga P,Ramos M,1
Bueno J,Martinez N,1
Bueno J,Galaviz-Hernandez C,1
Bueno J,Clapes S,1
Bueno J,Calderon-Dominguez M,1
Asturizaga P,Viana M,1
Asturizaga P,Teran E,1
Asturizaga P,Sosa-Macias M,1
Asturizaga P,Roberts J,1
Asturizaga P,RIVA-TREM,1
Calderon-Dominguez M,Lima V,1
Asturizaga P,Martinez N,1
Asturizaga P,Lima V,1
Asturizaga P,Giachini F,1
Asturizaga P,Galaviz-Hernandez C,1
Asturizaga P,Escudero C,1
Asturizaga P,Damiano A,1
Asturizaga P,Clapes S,1
Asturizaga P,Calderon-Dominguez M,1
Bueno J,RIVA-TREM,1
Bueno J,Ramos M,1
Bueno J,Roberts J,1
Bueno J,Sosa-Macias M,1
Calderon-Dominguez M,Giachini F,1
Calderon-Dominguez M,Galaviz-Hernandez C,1
Calderon-Dominguez M,Escudero C,1
Calderon-Dominguez M,Damiano A,1
Calderon-Dominguez M,Clapes S,1
Cadavid A,Viana M,1
Cadavid A,Teran E,1
Cadavid A,Sosa-Macias M,1
Cadavid A,Roberts J,1
Cadavid A,Ramos M,1
Cadavid A,RIVA-TREM,1
Cadavid A,Martinez N,1
Cadavid A,Galaviz-Hernandez C,1
Cadavid A,Clapes S,1
Cadavid A,Calderon-Dominguez M,1
Bueno J,Viana M,1
Bueno J,Teran E,1
Martinez N,Teran E,1
RIVA-TREM,Ramos M,1
Lopez Gonzalez M,Rivarola V,1
Exeni R,Mejias M,1
Bekinschtein P,Bussey T,1
Palermo M,Ramos M,1
Mejias M,Ramos M,1
Ibarra C,Ramos M,1
Fernandez Brando R,Ramos M,1
Fernandez Brando R,Mejias M,1
Exeni R,Ramos M,1
Exeni R,Palermo M,1
Exeni R,Ibarra C,1
Bekinschtein P,Saksida L,1
Exeni R,Fernandez Brando R,1
Bruballa A,Ramos M,1
Bruballa A,Fernandez Brando R,1
Bruballa A,Exeni R,1
Amaral M,Ramos M,1
Amaral M,Exeni R,1
Alvarez R,Ramos M,1
Alvarez R,Fernandez Brando R,1
Bekinschtein P,Kent B,1
Bussey T,Gallo F,1
RIVA-TREM,Roberts J,1
Kent B,Weisstaub N,1
Lopez Gonzalez M,Pizzoni A,1
Ford P,Lopez Gonzalez M,1
Di Giusto G,Lopez Gonzalez M,1
Capurro C,Lopez Gonzalez M,1
Capobianco E,Martinez N,1
Saksida L,Weisstaub N,1
Morici J,Saksida L,1
Miranda M,Saksida L,1
Kent B,Saksida L,1
Bussey T,Kent B,1
Kent B,Morici J,1
Kent B,Miranda M,1
Gallo F,Saksida L,1
Gallo F,Kent B,1
Bussey T,Weisstaub N,1
Bussey T,Saksida L,1
Bussey T,Morici J,1
Bussey T,Miranda M,1
Alvarez R,Exeni R,1
Alconcher L,Ramos M,1
Alconcher L,Palermo M,1
Roberts J,Viana M,1
Abrey Recalde M,Exeni R,1
Abrey Recalde M,Bruballa A,1
Abrey Recalde M,Amaral M,1
Abrey Recalde M,Alvarez R,1
Abrey Recalde M,Alconcher L,1
Abrey Recalde M,Alberto F,1
Teran E,Viana M,1
Sosa-Macias M,Viana M,1
Roberts J,Teran E,1
Alconcher L,Mejias M,1
Roberts J,Sosa-Macias M,1
Ramos M,Viana M,1
Ramos M,Teran E,1
Ramos M,Sosa-Macias M,1
Ramos M,Roberts J,1
RIVA-TREM,Viana M,1
RIVA-TREM,Teran E,1
RIVA-TREM,Sosa-Macias M,1
Abrey Recalde M,Fernandez Brando R,1
Abrey Recalde M,Ibarra C,1
Abrey Recalde M,Mejias M,1
Abrey Recalde M,Palermo M,1
Alconcher L,Ibarra C,1
Alconcher L,Fernandez Brando R,1
Alconcher L,Exeni R,1
Alconcher L,Bruballa A,1
Alconcher L,Amaral M,1
Alconcher L,Alvarez R,1
Alberto F,Ramos M,1
Alberto F,Palermo M,1
Alberto F,Mejias M,1
Alberto F,Ibarra C,1
Alberto F,Fernandez Brando R,1
Alberto F,Exeni R,1
Alberto F,Bruballa A,1
Alberto F,Amaral M,1
Alberto F,Alvarez R,1
Alberto F,Alconcher L,1
Abrey Recalde M,Ramos M,1
Ferrario J,Sartor M,1
Bekinschtein P,Zanoni B,1
Moratalla R,Rela L,1
Dos Santos-Rodrigues A,Mitchell C,1
Albano J,Pickholz M,1
Albano J,Mussini N,1
Albano J,Ferraro M,1
Albano J,Facelli J,1
Mitchell C,Ventura A,1
Faillace M,Ventura A,1
Faillace M,Mitchell C,1
Dos Santos-Rodrigues A,Ventura A,1
Dos Santos-Rodrigues A,Faillace M,1
Facelli J,Ferraro M,1
Reppetti J,Seyahian A,1
Medina Y,Seyahian A,1
Di Paola M,Szpilbarg N,1
Di Paola M,Seyahian A,1
Di Paola M,Reppetti J,1
Di Paola M,Medina Y,1
Di Paola M,Martinez N,1
Castro Parodi M,Szpilbarg N,1
Albano J,Toriano R,1
Facelli J,Mussini N,1
Farina M,Szpilbarg N,1
Bernal A,Piazza R,1
Damiano A,Paola M,1
Castro-Parodi M,Seyahian A,1
Castro-Parodi M,Paola M,1
Palermo M,Quintilio W,1
Palermo M,Piazza R,1
Moro A,Palermo M,1
Luz D,Palermo M,1
Bernal A,Quintilio W,1
Bernal A,Moro A,1
Facelli J,Pickholz M,1
Bernal A,Luz D,1
Pickholz M,Toriano R,1
Mussini N,Toriano R,1
Mussini N,Pickholz M,1
Ferraro M,Toriano R,1
Ferraro M,Pickholz M,1
Ferraro M,Mussini N,1
Facelli J,Toriano R,1
Castro Parodi M,Seyahian A,1
Castro Parodi M,Reppetti J,1
Castro Parodi M,Martinez N,1
Amaral M,Torres A,1
Galli L,Torres A,1
Galli L,Rojas-Lopez M,1
Galli L,Kruger A,1
Galli L,Goldstein J,1
Bentancor L,Torres A,1
Bentancor L,Rojas-Lopez M,1
Bentancor L,Kruger A,1
Bentancor L,Galli L,1
Amaral M,Rojas-Lopez M,1
Franchi A,Scalise M,1
Amaral M,Kruger A,1
Amaral M,Goldstein J,1
Amaral M,Galli L,1
Waschek J,Zotta E,1
Vota D,Zotta E,1
Vota D,Waschek J,1
Ramhorst R,Zotta E,1
Ramhorst R,Waschek J,1
Goldstein J,Kruger A,1
Goldstein J,Rojas-Lopez M,1
Goldstein J,Torres A,1
Kruger A,Rojas-Lopez M,1
Burdet J,Scalise M,1
Burdet J,Sacerdoti F,1
Burdet J,Ibarra C,1
Burdet J,Franchi A,1
Amaral M,Burdet J,1
Martinez N,Sarrible G,1
Elia E,Sarrible G,1
Elia E,Martinez N,1
Beron de Astrada M,Sarrible G,1
Beron de Astrada M,Martinez N,1
Beron de Astrada M,Elia E,1
Bazzano M,Sarrible G,1
Bazzano M,Martinez N,1
Bazzano M,Elia E,1
Bazzano M,Beron de Astrada M,1
Rojas-Lopez M,Torres A,1
Kruger A,Torres A,1
Farina M,Paola M,1
Martinez N,Paola M,1
Paparini D,Zotta E,1
Capurro C,Rela L,1
Berdasco C,Calabro V,1
Arenas D,Pinto A,1
Arenas D,Goldstein J,1
Arenas D,Geoghegan P,1
Arenas D,Evelson P,1
Arenas D,Cangelosi A,1
Arenas D,Calabro V,1
Arenas D,Berdasco C,1
Capurro C,Piantanida A,1
Calabro V,Cangelosi A,1
Capurro C,Greer C,1
Brocardo L,Greer C,1
Brocardo L,Capurro C,1
Acosta L,Greer C,1
Acosta L,Capurro C,1
Reppetti J,Scalise M,1
Ibarra C,Reppetti J,1
Damiano A,Scalise M,1
Berdasco C,Evelson P,1
Calabro V,Evelson P,1
Paola M,Seyahian A,1
Escande M,Gershanik O,1
Gomez G,Moratalla R,1
Gershanik O,Suarez L,1
Gershanik O,Rela L,1
Gershanik O,Moratalla R,1
Escande M,Suarez L,1
Escande M,Rela L,1
Escande M,Moratalla R,1
Escande M,Gomez G,1
Belforte J,Suarez L,1
Calabro V,Geoghegan P,1
Belforte J,Moratalla R,1
Belforte J,Gershanik O,1
Evelson P,Pinto A,1
Evelson P,Goldstein J,1
Evelson P,Geoghegan P,1
Cangelosi A,Evelson P,1
Calabro V,Pinto A,1
Calabro V,Goldstein J,1
Pinto A,Zotta E,1
Palermo M,Pinto A,1
Ochoa F,Pinto A,1
Bentancor L,Pinto A,1
Del Cogliano M,Pinto A,1
Del Cogliano M,Palermo M,1
Del Cogliano M,Ochoa F,1
Del Cogliano M,Muniesa M,1
Del Cogliano M,Goldstein J,1
Del Cogliano M,Ghiringhelli P,1
Del Cogliano M,Fernandez-Brando R,1
Bentancor L,Zotta E,1
Bentancor L,Ochoa F,1
Ochoa F,Palermo M,1
Bentancor L,Muniesa M,1
Bentancor L,Ghiringhelli P,1
Bentancor L,Del Cogliano M,1
Etcheverry T,Leguizamon G,1
Accialini P,Leguizamon G,1
Aban C,Etcheverry T,1
Aban C,Accialini P,1
Paola M,Szpilbarg N,1
Del Cogliano M,Zotta E,1
Fernandez-Brando R,Ghiringhelli P,1
Fernandez-Brando R,Goldstein J,1
Fernandez-Brando R,Muniesa M,1
Muniesa M,Zotta E,1
Muniesa M,Pinto A,1
Muniesa M,Palermo M,1
Muniesa M,Ochoa F,1
Goldstein J,Zotta E,1
Goldstein J,Palermo M,1
Goldstein J,Ochoa F,1
Goldstein J,Muniesa M,1
Ghiringhelli P,Zotta E,1
Ghiringhelli P,Pinto A,1
Ghiringhelli P,Palermo M,1
Ghiringhelli P,Ochoa F,1
Ghiringhelli P,Muniesa M,1
Ghiringhelli P,Goldstein J,1
Fernandez-Brando R,Zotta E,1
Fernandez-Brando R,Pinto A,1
Fernandez-Brando R,Ochoa F,1
Ramhorst R,Vota D,1
Paparini D,Waschek J,1
Gallo F,Zanoni B,1
Pizzoni A,Ramos-Mandujano G,1
Barth S,Palermo M,1
Barth S,Menge C,1
Barth S,Martorelli L,1
Barth S,Ibarra C,1
Barth S,Garimano N,1
Barth S,Garbaccio S,1
Barth S,Fiorentino G,1
Barth S,Cataldi A,1
Perez-Dominguez M,Ramos-Mandujano G,1
Cataldi A,Garbaccio S,1
Perez-Dominguez M,Pizzoni A,1
Pasantes-Morales H,Ramos-Mandujano G,1
Pasantes-Morales H,Pizzoni A,1
Pasantes-Morales H,Perez-Dominguez M,1
Netti V,Ramos-Mandujano G,1
Netti V,Perez-Dominguez M,1
Netti V,Pasantes-Morales H,1
Ford P,Ramos-Mandujano G,1
Barth S,Vilte D,1
Cataldi A,Menge C,1
Bernabeu R,Sanchis P,1
Garimano N,Martorelli L,1
Bernabeu R,Paez N,1
Menge C,Vilte D,1
Menge C,Palermo M,1
Martorelli L,Palermo M,1
Martorelli L,Menge C,1
Ibarra C,Menge C,1
Garimano N,Vilte D,1
Garimano N,Menge C,1
Garbaccio S,Vilte D,1
Fiorentino G,Garbaccio S,1
Garbaccio S,Palermo M,1
Garbaccio S,Menge C,1
Garbaccio S,Martorelli L,1
Garbaccio S,Ibarra C,1
Garbaccio S,Garimano N,1
Fiorentino G,Menge C,1
Fiorentino G,Martorelli L,1
Fiorentino G,Garimano N,1
Ford P,Perez-Dominguez M,1
Ford P,Pasantes-Morales H,1
Capurro C,Ramos-Mandujano G,1
Diaz A,Paz R,1
Etchenique R,Tubert C,1
Etchenique R,Stahl A,1
Etchenique R,Rela L,1
Etchenique R,Paz R,1
Etchenique R,Murer M,1
Diaz A,Tubert C,1
Diaz A,Stahl A,1
Diaz A,Rela L,1
Diaz A,Murer M,1
Capurro C,Perez-Dominguez M,1
Diaz A,Etchenique R,1
Medina J,Morici J,1
Katche C,Morici J,1
Gallo F,Medina J,1
Gallo F,Katche C,1
Weisstaub N,Zanoni B,1
Morici J,Zanoni B,1
Miranda M,Zanoni B,1
Carbone S,Gobetto N,1
Carbone S,Moguilevsky J,1
Carbone S,Ponzo O,1
Carbone S,Reynoso R,1
Capurro C,Pasantes-Morales H,1
Reynoso R,Samaniego Y,1
Ponzo O,Samaniego Y,1
Ponzo O,Reynoso R,1
Moguilevsky J,Samaniego Y,1
Moguilevsky J,Reynoso R,1
Moguilevsky J,Ponzo O,1
Gobetto N,Samaniego Y,1
Gobetto N,Reynoso R,1
Gobetto N,Ponzo O,1
Gobetto N,Moguilevsky J,1
Cutrera R,Samaniego Y,1
Cutrera R,Reynoso R,1
Cutrera R,Ponzo O,1
Cutrera R,Moguilevsky J,1
Cutrera R,Gobetto N,1
Carbone S,Samaniego Y,1
Bernabeu R,Pisera Fuster A,1
Faillace M,Paez N,1
Paparini D,Vota D,1
Gallino L,Paparini D,1
Hauk V,Paparini D,1
Hauk V,Ochoa F,1
Hauk V,Merech F,1
Hauk V,Leiros C,1
Gallino L,Zotta E,1
Gallino L,Waschek J,1
Gallino L,Vota D,1
Gallino L,Ramhorst R,1
Gallino L,Ochoa F,1
Hauk V,Vota D,1
Gallino L,Merech F,1
Gallino L,Leiros C,1
Gallino L,Hauk V,1
Calo G,Zotta E,1
Calo G,Waschek J,1
Calo G,Vota D,1
Calo G,Ramhorst R,1
Calo G,Paparini D,1
Hauk V,Ramhorst R,1
Hauk V,Waschek J,1
Faillace M,Pisera Fuster A,1
Merech F,Ramhorst R,1
Paparini D,Ramhorst R,1
Ochoa F,Waschek J,1
Ochoa F,Vota D,1
Ochoa F,Ramhorst R,1
Ochoa F,Paparini D,1
Merech F,Zotta E,1
Merech F,Waschek J,1
Merech F,Vota D,1
Merech F,Paparini D,1
Hauk V,Zotta E,1
Merech F,Ochoa F,1
Leiros C,Zotta E,1
Leiros C,Waschek J,1
Leiros C,Vota D,1
Leiros C,Ramhorst R,1
Leiros C,Paparini D,1
Leiros C,Ochoa F,1
Leiros C,Merech F,1
Calo G,Ochoa F,1
Calo G,Merech F,1
Calo G,Leiros C,1
Collazo A,Isse L,1
Costales-Collaguazo C,Liern M,1
Costales-Collaguazo C,Isse L,1
Costales-Collaguazo C,Fainboin A,1
Collazo A,Zotta E,1
Collazo A,Vallejo G,1
Collazo A,Valencia M,1
Collazo A,Ochoa F,1
Collazo A,Liern M,1
Collazo A,Fainboin A,1
Calo G,Hauk V,1
Collazo A,Costales-Collaguazo C,1
Pisera Fuster A,Sanchis P,1
Paez N,Sanchis P,1
Paez N,Pisera Fuster A,1
Medrano M,Sanchis P,1
Medrano M,Pisera Fuster A,1
Medrano M,Paez N,1
Faillace M,Sanchis P,1
Costales-Collaguazo C,Ochoa F,1
Costales-Collaguazo C,Valencia M,1
Costales-Collaguazo C,Vallejo G,1
Fainboin A,Isse L,1
Calo G,Gallino L,1
Valencia M,Zotta E,1
Valencia M,Vallejo G,1
Ochoa F,Vallejo G,1
Ochoa F,Valencia M,1
Liern M,Valencia M,1
Liern M,Ochoa F,1
Isse L,Zotta E,1
Isse L,Vallejo G,1
Isse L,Valencia M,1
Isse L,Ochoa F,1
Isse L,Liern M,1
Fainboin A,Zotta E,1
Fainboin A,Vallejo G,1
Fainboin A,Valencia M,1
Fainboin A,Ochoa F,1
Fainboin A,Liern M,1
Asturizaga P,Cadavid A,1
Asturizaga P,Bueno J,1
Alcala M,Viana M,1
Lopes da Cunha P,Villar M,1
Escande M,Zold C,1
Christensen M,Rivarola V,1
Christensen M,Ford P,1
Christensen M,Di Giusto G,1
Capurro C,Christensen M,1
Martinez M,Viola H,1
Martinez M,Villar M,1
Lopes da Cunha P,Viola H,1
Lopes da Cunha P,Martinez M,1
Feld M,Navarro N,1
Ballarini F,Viola H,1
Ballarini F,Villar M,1
Ballarini F,Martinez M,1
Ballarini F,Lopes da Cunha P,1
Khelifa I,Politi M,1
Khelifa I,Lagree P,1
Ghigo A,Khelifa I,1
Gaudric J,Khelifa I,1
Taravini I,Zold C,1
Feld M,Romano A,1
Herlax V,Rubin De Celis E,1
Damiano A,Rubin De Celis E,1
Herlax V,Mate S,1
Herlax V,Martinez N,1
Herlax V,Levi L,1
Farina M,Rubin De Celis E,1
Farina M,Piehl L,1
Farina M,Mate S,1
Farina M,Levi L,1
Farina M,Herlax V,1
Damiano A,Piehl L,1
Navarro N,Romano A,1
Damiano A,Mate S,1
Damiano A,Levi L,1
Damiano A,Herlax V,1
Castro-Parodi M,Rubin De Celis E,1
Castro-Parodi M,Piehl L,1
Castro-Parodi M,Mate S,1
Castro-Parodi M,Levi L,1
Castro-Parodi M,Herlax V,1
Fullana J,Lagree P,1
Fullana J,Khelifa I,1
Fullana J,Ghigo A,1
Medina J,Villar M,1
Martinez N,Repetto M,1
Martinez N,Maskin B,1
Damiano A,Repetto M,1
Damiano A,Maskin B,1
Castro-Parodi M,Reppetti J,1
Castro-Parodi M,Repetto M,1
Castro-Parodi M,Maskin B,1
Medina J,Viola H,1
Igaz L,Villar M,1
Fernandez J,Khelifa I,1
Igaz L,Medina J,1
Gonzalez M,Viola H,1
Gonzalez M,Villar M,1
Gonzalez M,Igaz L,1
Urbano F,Weisstaub N,1
Rivero-Echeto M,Weisstaub N,1
Rivero-Echeto M,Urbano F,1
Goitia B,Weisstaub N,1
Maskin B,Repetto M,1
Maskin B,Reppetti J,1
Maskin B,Szpilbarg N,1
Repetto M,Reppetti J,1
Malleret G,Weisstaub N,1
Malleret G,Morici J,1
Gingrich J,Morici J,1
Gingrich J,Malleret G,1
Ciccia L,Weisstaub N,1
Ciccia L,Morici J,1
Ciccia L,Malleret G,1
Ciccia L,Gingrich J,1
Bekinschtein P,Malleret G,1
Bekinschtein P,Gingrich J,1
Bekinschtein P,Ciccia L,1
McIntosh A,Villalta J,1
Kovacevic N,Villalta J,1
Kovacevic N,McIntosh A,1
Della-Maggiore V,McIntosh A,1
Della-Maggiore V,Kovacevic N,1
Repetto M,Szpilbarg N,1
Herlax V,Piehl L,1
Levi L,Martinez N,1
Goitia B,Rivero-Echeto M,1
Aban C,Carou C,1
Albamonte I,Franchi A,1
Albamonte I,Farina M,1
Albamonte I,Damiano A,1
Albamonte I,Carou C,1
Aban C,Trigubo D,1
Aban C,Toro A,1
Aban C,Seyahian A,1
Aban C,Franchi A,1
Aban C,Albamonte I,1
Albamonte I,Martinez N,1
Rodriguez V,Rubinstein M,1
Noain D,Rubinstein M,1
Noain D,Rodriguez V,1
Murer M,Rubinstein M,1
Murer M,Rodriguez V,1
Murer M,Noain D,1
Galinanes G,Rubinstein M,1
Galinanes G,Rodriguez V,1
Albamonte I,Leguizamon G,1
Albamonte I,Seyahian A,1
Levi L,Mate S,1
Damiano A,Franchi A,1
Franchi A,Seyahian A,1
Franchi A,Martinez N,1
Franchi A,Leguizamon G,1
Farina M,Trigubo D,1
Farina M,Toro A,1
Farina M,Franchi A,1
Damiano A,Trigubo D,1
Damiano A,Toro A,1
Carou C,Trigubo D,1
Albamonte I,Toro A,1
Carou C,Toro A,1
Carou C,Seyahian A,1
Carou C,Martinez N,1
Carou C,Leguizamon G,1
Carou C,Franchi A,1
Carou C,Farina M,1
Carou C,Damiano A,1
Albamonte I,Trigubo D,1
Galinanes G,Noain D,1
Casey E,Rubinstein M,1
Casey E,Rodriguez V,1
Coll L,Piriz J,1
Schinder A,Uchitel O,1
Piriz J,Uchitel O,1
Piriz J,Schinder A,1
Lempel A,Uchitel O,1
Lempel A,Schinder A,1
Lempel A,Piriz J,1
Coll L,Uchitel O,1
Coll L,Schinder A,1
Coll L,Lempel A,1
Casey E,Noain D,1
Piehl L,Rubin De Celis E,1
Mate S,Rubin De Celis E,1
Mate S,Piehl L,1
Martinez N,Rubin De Celis E,1
Martinez N,Piehl L,1
Martinez N,Mate S,1
Levi L,Rubin De Celis E,1
Levi L,Piehl L,1
Bello E,Belluscio M,1
Bello E,Casas-Cordero R,1
Bello E,Casey E,1
Bello E,Galinanes G,1
Casey E,Murer M,1
Casey E,Galinanes G,1
Casas-Cordero R,Rubinstein M,1
Casas-Cordero R,Rodriguez V,1
Casas-Cordero R,Noain D,1
Casas-Cordero R,Murer M,1
Casas-Cordero R,Galinanes G,1
Casas-Cordero R,Casey E,1
Belluscio M,Rubinstein M,1
Belluscio M,Rodriguez V,1
Belluscio M,Noain D,1
Belluscio M,Galinanes G,1
Belluscio M,Casey E,1
Belluscio M,Casas-Cordero R,1
Bello E,Rodriguez V,1
Bello E,Noain D,1
Bello E,Murer M,1
Goitia B,Urbano F,1
Gingrich J,Urbano F,1
Alcala M,Teran E,1
Amaral M,Cymeryng C,1
Galinanes G,Taravini I,1
Braz B,Taravini I,1
Bordey A,Rela L,1
Bordey A,Piantanida A,1
Bordey A,Greer C,1
Cymeryng C,Sacerdoti F,1
Cymeryng C,Ibarra C,1
Cymeryng C,Franchi A,1
Aisemberg J,Sacerdoti F,1
Fernandez E,Gershanik O,1
Aisemberg J,Ibarra C,1
Aisemberg J,Franchi A,1
Aisemberg J,Cymeryng C,1
Aisemberg J,Amaral M,1
Mc Cabe S,Villalta J,1
Gueugneau N,Villalta J,1
Gueugneau N,Mc Cabe S,1
Grafton S,Villalta J,1
Fernandez E,Fresno C,1
Fernandez E,Gomez G,1
Gomez G,Saborido M,1
Fresno C,Murer M,1
Gomez G,Gonzalez G,1
Gershanik O,Spaans F,1
Gershanik O,Saborido M,1
Gershanik O,Larramendy C,1
Gershanik O,Gonzalez G,1
Fresno C,Taravini I,1
Fresno C,Spaans F,1
Fresno C,Saborido M,1
Fresno C,Larramendy C,1
Fernandez E,Gonzalez G,1
Fresno C,Gonzalez G,1
Fresno C,Gomez G,1
Fresno C,Gershanik O,1
Fernandez E,Taravini I,1
Fernandez E,Spaans F,1
Fernandez E,Saborido M,1
Fernandez E,Murer M,1
Fernandez E,Larramendy C,1
Grafton S,Mc Cabe S,1
Grafton S,Gueugneau N,1
Della-Maggiore V,Mc Cabe S,1
Silberstein C,Velazquez N,1
Cammarota M,Tomaiuolo M,1
Cammarota M,Medina J,1
Cammarota M,Kramar C,1
Cammarota M,Katche C,1
Cammarota M,Gonzalez M,1
Igaz L,Pino N,1
Alfieri J,Pino N,1
Franchi A,Zotta E,1
Repetto H,Velazquez N,1
Della-Maggiore V,Gueugneau N,1
Paton J,Velazquez N,1
Paton J,Silberstein C,1
Paton A,Velazquez N,1
Paton A,Silberstein C,1
