PathwaySource,PathwayID,PathwayName,Genes
pid,il12_stat4pathway,IL12 signaling mediated by STAT4,4
pid,il2_pi3kpathway,IL2 signaling events mediated by PI3K,4
pid,il6_7pathway,IL6-mediated signaling events,4
pid,integrin3_pathway,Beta3 integrin cell surface interactions,4
pid,mapktrkpathway,Trk receptor signaling mediated by the MAPK pathway,4
pid,met_pathway,Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),4
pid,myc_represspathway,Validated targets of C-MYC transcriptional repression,4
pid,ncadherinpathway,N-cadherin signaling events,4
pid,pdgfrbpathway,PDGFR-beta signaling pathway,4
pid,rhoa_pathway,RhoA signaling pathway,4
pid,vegf_vegfr_pathway,VEGF and VEGFR signaling network,4
reactome,R-DME-162582,Signal Transduction,4
reactome,R-DME-168249,Innate Immune System,4
reactome,R-DME-6798695,Neutrophil degranulation,4
reactome,R-DRE-109582,Hemostasis,4
reactome,R-DRE-162582,Signal Transduction,4
reactome,R-RNO-168249,Innate Immune System,4
reactome,R-RNO-425407,SLC-mediated transmembrane transport,4
wikipathways,WP185,Integrin-mediated Cell Adhesion,4
wikipathways,WP2018,RANKL-RANK signaling pathway,4
wikipathways,WP2032,Thyroid stimulating hormone (TSH) signaling pathway,4
wikipathways,WP2064,Neural Crest Differentiation,4
wikipathways,WP2118,Arrhythmogenic Right Ventricular Cardiomyopathy,4
wikipathways,WP2203,Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway,4
wikipathways,WP2267,Synaptic Vesicle Pathway,4
wikipathways,WP236,Adipogenesis,4
wikipathways,WP2371,"Parkinson,s disease pathway",4
wikipathways,WP2447,Amyotrophic lateral sclerosis (ALS),4
wikipathways,WP2806,Complement system,4
wikipathways,WP2817,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),4
wikipathways,WP2855,Dopaminergic Neurogenesis,4
wikipathways,WP2864,Apoptosis-related network due to altered Notch3 in ovarian cancer,4
wikipathways,WP314,Fas ligand pathway and stress induction of heat shock proteins,4
wikipathways,WP3286,Copper homeostasis,4
wikipathways,WP3527,Pre-implantation embryo,4
wikipathways,WP3858,Toll-like Receptor Signaling related to MyD88,4
wikipathways,WP3877,Simplified Depiction of MYD88 Distinct Input-Output Pathway,4
wikipathways,WP3941,Oxidative Damage,4
wikipathways,WP395,IL-4 signaling pathway,4
wikipathways,WP3995,Prion disease pathway,4
wikipathways,WP4300,Extracellular vesicles in the crosstalk of cardiac cells,4
wikipathways,WP4352,Ciliary landscape,4
wikipathways,WP4484,Control of immune tolerance by vasoactive intestinal peptide,4
wikipathways,WP4494,Selective expression of chemokine receptors during T-cell polarization,4
wikipathways,WP4549,Fragile X Syndrome,4
wikipathways,WP455,"GPCRs, Class A Rhodopsin-like",4
wikipathways,WP4787,Osteoblast differentiation,4
wikipathways,WP4823,Genes controlling nephrogenesis,4
wikipathways,WP4864,Host-pathogen interaction of human coronaviruses - apoptosis,4
wikipathways,WP4875,Disruption of postsynaptic signaling by CNV,4
wikipathways,WP4884,Pathogenesis of SARS-CoV-2 Mediated by nsp9-nsp10 Complex,4
wikipathways,WP4970,Galanin receptor pathway,4
wikipathways,WP51,Regulation of Actin Cytoskeleton,4
wikipathways,WP536,Calcium Regulation in the Cardiac Cell,4
wikipathways,WP61,Notch Signaling Pathway Netpath,4
biocarta,badpathway,regulation of bad phosphorylation,3
biocarta,bcellsurvivalpathway,b cell survival pathway,3
biocarta,cdmacpathway,cadmium induces dna synthesis and proliferation in macrophages,3
biocarta,chemicalpathway,apoptotic signaling in response to dna damage,3
biocarta,crebpathway,transcription factor creb and its extracellular signals,3
biocarta,ecmpathway,erk and pi-3 kinase are necessary for collagen binding in corneal epithelia,3
biocarta,fcer1pathway,fc epsilon receptor i signaling in mast cells,3
biocarta,gcrpathway,corticosteroids and cardioprotection,3
biocarta,gleevecpathway,inhibition of cellular proliferation by gleevec,3
biocarta,gsk3pathway,inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages,3
biocarta,hifpathway,hypoxia-inducible factor in the cardivascular system,3
biocarta,hivnefpathway,hiv-1 nef: negative effector of fas and tnf,3
biocarta,raccpathway,ion channels and their functional role in vascular endothelium,3
biocarta,tcrpathway,t cell receptor signaling pathway,3
biocarta,tollpathway,toll-like receptor pathway,3
kegg,hsa04115,p53 signaling pathway - Homo sapiens (human),3
kegg,hsa04142,Lysosome - Homo sapiens (human),3
kegg,hsa04215,Apoptosis - multiple species - Homo sapiens (human),3
kegg,hsa04260,Cardiac muscle contraction - Homo sapiens (human),3
kegg,hsa04530,Tight junction - Homo sapiens (human),3
kegg,hsa04610,Complement and coagulation cascades - Homo sapiens (human),3
kegg,hsa04666,Fc gamma R-mediated phagocytosis - Homo sapiens (human),3
kegg,hsa04720,Long-term potentiation - Homo sapiens (human),3
kegg,hsa04724,Glutamatergic synapse - Homo sapiens (human),3
kegg,hsa04910,Insulin signaling pathway - Homo sapiens (human),3
kegg,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human),3
kegg,hsa04916,Melanogenesis - Homo sapiens (human),3
kegg,hsa04925,Aldosterone synthesis and secretion - Homo sapiens (human),3
kegg,hsa04960,Aldosterone-regulated sodium reabsorption - Homo sapiens (human),3
kegg,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human),3
kegg,hsa04971,Gastric acid secretion - Homo sapiens (human),3
kegg,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human),3
kegg,hsa04974,Protein digestion and absorption - Homo sapiens (human),3
kegg,hsa05016,Huntington disease - Homo sapiens (human),3
kegg,hsa05216,Thyroid cancer - Homo sapiens (human),3
kegg,hsa05310,Asthma - Homo sapiens (human),3
kegg,mmu00190,Oxidative phosphorylation - Mus musculus (mouse),3
kegg,mmu04012,ErbB signaling pathway - Mus musculus (mouse),3
kegg,mmu04062,Chemokine signaling pathway - Mus musculus (mouse),3
kegg,mmu04068,FoxO signaling pathway - Mus musculus (mouse),3
kegg,mmu04114,Oocyte meiosis - Mus musculus (mouse),3
kegg,mmu04150,mTOR signaling pathway - Mus musculus (mouse),3
kegg,mmu04218,Cellular senescence - Mus musculus (mouse),3
kegg,mmu04360,Axon guidance - Mus musculus (mouse),3
kegg,mmu04510,Focal adhesion - Mus musculus (mouse),3
kegg,mmu04611,Platelet activation - Mus musculus (mouse),3
kegg,mmu04613,Neutrophil extracellular trap formation - Mus musculus (mouse),3
kegg,mmu04622,RIG-I-like receptor signaling pathway - Mus musculus (mouse),3
kegg,mmu04723,Retrograde endocannabinoid signaling - Mus musculus (mouse),3
kegg,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (mouse),3
kegg,mmu04930,Type II diabetes mellitus - Mus musculus (mouse),3
kegg,mmu04940,Type I diabetes mellitus - Mus musculus (mouse),3
kegg,mmu04971,Gastric acid secretion - Mus musculus (mouse),3
kegg,mmu05213,Endometrial cancer - Mus musculus (mouse),3
kegg,mmu05214,Glioma - Mus musculus (mouse),3
kegg,mmu05219,Bladder cancer - Mus musculus (mouse),3
kegg,mmu05223,Non-small cell lung cancer - Mus musculus (mouse),3
kegg,mmu05224,Breast cancer - Mus musculus (mouse),3
kegg,mmu05225,Hepatocellular carcinoma - Mus musculus (mouse),3
kegg,mmu05226,Gastric cancer - Mus musculus (mouse),3
kegg,mmu05230,Central carbon metabolism in cancer - Mus musculus (mouse),3
kegg,mmu05323,Rheumatoid arthritis - Mus musculus (mouse),3
kegg,mmu05330,Allograft rejection - Mus musculus (mouse),3
kegg,mmu05332,Graft-versus-host disease - Mus musculus (mouse),3
mousecyc,PWY-3781,aerobic respiration -- electron donor II,3
netpath,Pathway_Fibroblast__growth__factor-1,Fibroblast growth factor-1,3
netpath,Pathway_IL4,IL4,3
netpath,Pathway_IL5,IL5,3
netpath,Pathway_Notch,Notch,3
netpath,Pathway_RAGE,RAGE,3
netpath,Pathway_TWEAK,TWEAK,3
pid,a6b1_a6b4_integrin_pathway,a6b1 and a6b4 Integrin signaling,3
pid,ar_nongenomic_pathway,Nongenotropic Androgen signaling,3
pid,cdc42_pathway,CDC42 signaling events,3
pid,cxcr4_pathway,CXCR4-mediated signaling events,3
pid,epopathway,EPO signaling pathway,3
pid,erbb4_pathway,ErbB4 signaling events,3
pid,fak_pathway,Signaling events mediated by focal adhesion kinase,3
pid,faspathway,FAS (CD95) signaling pathway,3
pid,foxm1pathway,FOXM1 transcription factor network,3
pid,hes_heypathway,Notch-mediated HES/HEY network,3
pid,il1pathway,IL1-mediated signaling events,3
pid,il27pathway,IL27-mediated signaling events,3
pid,il4_2pathway,IL4-mediated signaling events,3
pid,integrin2_pathway,Beta2 integrin cell surface interactions,3
pid,integrin_a9b1_pathway,Alpha9 beta1 integrin signaling events,3
pid,lymphangiogenesis_pathway,VEGFR3 signaling in lymphatic endothelium,3
pid,nfat_3pathway,Role of Calcineurin-dependent NFAT signaling in lymphocytes,3
pid,pdgfrapathway,PDGFR-alpha signaling pathway,3
pid,pi3kplctrkpathway,Trk receptor signaling mediated by PI3K and PLC-gamma,3
pid,prlsignalingeventspathway,Signaling events mediated by PRL,3
pid,ps1pathway,Presenilin action in Notch and Wnt signaling,3
pid,reelinpathway,Reelin signaling pathway,3
pid,s1p_s1p1_pathway,S1P1 pathway,3
pid,s1p_s1p2_pathway,S1P2 pathway,3
pid,s1p_s1p3_pathway,S1P3 pathway,3
pid,smad2_3nuclearpathway,Regulation of nuclear SMAD2/3 signaling,3
pid,syndecan_1_pathway,Syndecan-1-mediated signaling events,3
pid,tcrcalciumpathway,Calcium signaling in the CD4+ TCR pathway,3
pid,tnfpathway,TNF receptor signaling pathway ,3
pid,trail_pathway,TRAIL signaling pathway,3
reactome,R-DME-2262752,Cellular responses to stress,3
reactome,R-DME-382551,Transport of small molecules,3
reactome,R-DME-392499,Metabolism of proteins,3
reactome,R-DME-5683057,MAPK family signaling cascades,3
reactome,R-DME-8953897,Cellular responses to stimuli,3
reactome,R-DME-917937,Iron uptake and transport,3
reactome,R-RNO-112316,Neuronal System,3
reactome,R-RNO-1280215,Cytokine Signaling in Immune system,3
reactome,R-RNO-9006934,Signaling by Receptor Tyrosine Kinases,3
smpdb,SMP00078,Chlorothiazide Action Pathway,3
smpdb,SMP00080,Polythiazide Action Pathway,3
smpdb,SMP00081,Methyclothiazide Action Pathway,3
smpdb,SMP00088,Bumetanide Action Pathway,3
smpdb,SMP00090,Bendroflumethiazide Action Pathway,3
smpdb,SMP00091,Quinethazone Action Pathway,3
smpdb,SMP00097,Ethacrynic Acid Action Pathway,3
smpdb,SMP00100,Hydrochlorothiazide Action Pathway,3
smpdb,SMP00103,Cyclothiazide Action Pathway,3
smpdb,SMP00105,Metolazone Action Pathway,3
smpdb,SMP00108,Hydroflumethiazide Action Pathway,3
smpdb,SMP00110,Indapamide Action Pathway,3
smpdb,SMP00115,Furosemide Action Pathway,3
smpdb,SMP00118,Torsemide Action Pathway,3
smpdb,SMP00121,Trichlormethiazide Action Pathway,3
smpdb,SMP00122,Chlorthalidone Action Pathway,3
smpdb,SMP00132,Triamterene Action Pathway,3
smpdb,SMP00133,Amiloride Action Pathway,3
smpdb,SMP00134,Spironolactone Action Pathway,3
smpdb,SMP00135,Eplerenone Action Pathway,3
smpdb,SMP00184,Glucose Transporter Defect (SGLT2),3
smpdb,SMP00189,Hartnup Disorder,3
smpdb,SMP00193,Iminoglycinuria,3
smpdb,SMP00197,Lysinuric Protein Intolerance,3
smpdb,SMP00245,Glucose Transporter Defect (SGLT2),3
smpdb,SMP00320,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,3
smpdb,SMP00358,Fc Epsilon Receptor I Signaling in Mast Cells,3
smpdb,SMP00420,Bevacizumab Action Pathway,3
smpdb,SMP00483,Kidney Function,3
smpdb,SMP00583,Blue diaper syndrome,3
smpdb,SMP00585,Lysinuric protein intolerance (LPI),3
smpdb,SMP00723,Cystinuria,3
wikipathways,WP138,Androgen receptor signaling pathway,3
wikipathways,WP1434,Osteopontin Signaling,3
wikipathways,WP1591,Heart Development,3
wikipathways,WP1602,Nicotine Activity on Dopaminergic Neurons,3
wikipathways,WP170,Nuclear receptors,3
wikipathways,WP2261,Glioblastoma signaling pathways,3
wikipathways,WP2272,Pathogenic Escherichia coli infection,3
wikipathways,WP23,B Cell Receptor Signaling Pathway,3
wikipathways,WP2332,Interleukin-11 Signaling Pathway,3
wikipathways,WP2507,Nanomaterial induced apoptosis,3
wikipathways,WP2637,Structural Pathway of Interleukin 1 (IL-1),3
wikipathways,WP2795,Cardiac Hypertrophic Response,3
wikipathways,WP2848,Differentiation Pathway,3
wikipathways,WP2858,Ectoderm Differentiation,3
wikipathways,WP2865,IL1 and megakaryocytes in obesity,3
wikipathways,WP2873,Aryl Hydrocarbon Receptor Pathway,3
wikipathways,WP2880,Glucocorticoid Receptor Pathway,3
wikipathways,WP313,Signaling of Hepatocyte Growth Factor Receptor,3
wikipathways,WP3614,Photodynamic therapy-induced HIF-1 survival signaling,3
wikipathways,WP3844,PI3K-AKT-mTOR signaling pathway and therapeutic opportunities,3
wikipathways,WP3850,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,3
wikipathways,WP3851,TLR4 Signaling and Tolerance,3
wikipathways,WP3869,Cannabinoid receptor signaling,3
wikipathways,WP3893,Development and heterogeneity of the ILC family,3
wikipathways,WP3915,Angiopoietin Like Protein 8 Regulatory Pathway,3
wikipathways,WP3931,ESC Pluripotency Pathways,3
wikipathways,WP3945,TYROBP causal network in microglia,3
wikipathways,WP3947,Serotonin and anxiety,3
wikipathways,WP4331,Neovascularisation processes,3
wikipathways,WP4480,Role of Altered Glycolysation of MUC1 in Tumour Microenvironment,3
wikipathways,WP4482,Vitamin D in inflammatory diseases,3
wikipathways,WP4483,"Relationship between inflammation, COX-2 and EGFR",3
wikipathways,WP4495,IL-10 Anti-inflammatory Signaling Pathway,3
wikipathways,WP453,Inflammatory Response Pathway,3
wikipathways,WP4540,Pathways Regulating Hippo Signaling,3
wikipathways,WP4558,Overview of interferons-mediated signaling pathway,3
wikipathways,WP4564,Neural Crest Cell Migration during Development,3
wikipathways,WP4565,Neural Crest Cell Migration in Cancer,3
wikipathways,WP4566,Translation inhibitors in chronically activated PDGFRA cells,3
wikipathways,WP4582,Cancer immunotherapy by CTLA4 blockade,3
wikipathways,WP4585,Cancer immunotherapy by PD-1 blockade,3
wikipathways,WP4707,Aspirin and miRNAs,3
wikipathways,WP4871,Kisspeptin-kisspeptin receptor system in the ovary,3
wikipathways,WP4877,Host-pathogen interaction of human coronaviruses - MAPK signaling,3
wikipathways,WP4880,Host-pathogen interaction of human coronaviruses - interferon induction,3
wikipathways,WP5065,SARS-CoV-2 altering angiogenesis via NRP1,3
wikipathways,WP516,Hypertrophy Model,3
biocarta,agrpathway,agrin in postsynaptic differentiation,2
biocarta,at1rpathway,angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling,2
biocarta,cardiacegfpathway,role of egf receptor transactivation by gpcrs in cardiac hypertrophy,2
biocarta,cb1rpathway,metabolism of anandamide an endogenous cannabinoid,2
biocarta,ccr5pathway,pertussis toxin-insensitive ccr5 signaling in macrophage,2
biocarta,cdk5pathway,phosphorylation of mek1 by cdk5/p35 down regulates the map kinase pathway,2
biocarta,ctla4pathway,the co-stimulatory signal during t-cell activation,2
biocarta,edg1pathway,phospholipids as signalling intermediaries,2
biocarta,eif4pathway,regulation of eif-4e and p70s6 kinase,2
biocarta,erk5pathway,role of erk5 in neuronal survival pathway,2
biocarta,hcmvpathway,human cytomegalovirus and map kinase pathways,2
biocarta,igf1pathway,igf-1 signaling pathway,2
biocarta,il7pathway,il-7 signal transduction,2
biocarta,integrinpathway,integrin signaling pathway,2
biocarta,mapkpathway,mapkinase signaling pathway,2
biocarta,mcalpainpathway,mcalpain and friends in cell motility,2
biocarta,melanocytepathway,melanocyte development and pigmentation pathway,2
biocarta,mitochondriapathway,role of mitochondria in apoptotic signaling,2
biocarta,nfatpathway,nfat and hypertrophy of the heart ,2
biocarta,ngfpathway,nerve growth factor pathway (ngf),2
biocarta,nthipathway,nfkb activation by nontypeable hemophilus influenzae,2
biocarta,p53hypoxiapathway,hypoxia and p53 in the cardiovascular system,2
biocarta,pdgfpathway,pdgf signaling pathway,2
biocarta,plk3pathway,regulation of cell cycle progression by plk3,2
biocarta,pparapathway,mechanism of gene regulation by peroxisome proliferators via ppara,2
biocarta,ptenpathway,pten dependent cell cycle arrest and apoptosis,2
biocarta,raccycdpathway,influence of ras and rho proteins on g1 to s transition,2
biocarta,tnfr1pathway,tnfr1 signaling pathway,2
biocarta,tpopathway,tpo signaling pathway,2
biocarta,tsp1pathway,tsp-1 induced apoptosis in microvascular endothelial cell,2
humancyc,PWY-6352,3-phosphoinositide biosynthesis,2
humancyc,PWY-6371,superpathway of inositol phosphate compounds,2
humancyc,PWY66-301,catecholamine biosynthesis,2
kegg,hsa00230,Purine metabolism - Homo sapiens (human),2
kegg,hsa00240,Pyrimidine metabolism - Homo sapiens (human),2
kegg,hsa00350,Tyrosine metabolism - Homo sapiens (human),2
kegg,hsa00600,Sphingolipid metabolism - Homo sapiens (human),2
kegg,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human),2
kegg,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human),2
kegg,hsa04114,Oocyte meiosis - Homo sapiens (human),2
kegg,hsa04130,SNARE interactions in vesicular transport - Homo sapiens (human),2
kegg,hsa04141,Protein processing in endoplasmic reticulum - Homo sapiens (human),2
kegg,hsa04152,AMPK signaling pathway - Homo sapiens (human),2
kegg,hsa04213,Longevity regulating pathway - multiple species - Homo sapiens (human),2
kegg,hsa04310,Wnt signaling pathway - Homo sapiens (human),2
kegg,hsa04512,ECM-receptor interaction - Homo sapiens (human),2
kegg,hsa04520,Adherens junction - Homo sapiens (human),2
kegg,hsa04540,Gap junction - Homo sapiens (human),2
kegg,hsa04727,GABAergic synapse - Homo sapiens (human),2
kegg,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human),2
kegg,hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human),2
kegg,hsa04927,Cortisol synthesis and secretion - Homo sapiens (human),2
kegg,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human),2
kegg,hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human),2
kegg,hsa05017,Spinocerebellar ataxia - Homo sapiens (human),2
kegg,hsa05217,Basal cell carcinoma - Homo sapiens (human),2
kegg,hsa05340,Primary immunodeficiency - Homo sapiens (human),2
kegg,mmu00220,Arginine biosynthesis - Mus musculus (mouse),2
kegg,mmu00564,Glycerophospholipid metabolism - Mus musculus (mouse),2
kegg,mmu03410,Base excision repair - Mus musculus (mouse),2
kegg,mmu04022,cGMP-PKG signaling pathway - Mus musculus (mouse),2
kegg,mmu04145,Phagosome - Mus musculus (mouse),2
kegg,mmu04520,Adherens junction - Mus musculus (mouse),2
kegg,mmu04550,Signaling pathways regulating pluripotency of stem cells - Mus musculus (mouse),2
kegg,mmu04612,Antigen processing and presentation - Mus musculus (mouse),2
kegg,mmu04640,Hematopoietic cell lineage - Mus musculus (mouse),2
kegg,mmu04721,Synaptic vesicle cycle - Mus musculus (mouse),2
kegg,mmu04727,GABAergic synapse - Mus musculus (mouse),2
kegg,mmu04910,Insulin signaling pathway - Mus musculus (mouse),2
kegg,mmu04914,Progesterone-mediated oocyte maturation - Mus musculus (mouse),2
kegg,mmu04925,Aldosterone synthesis and secretion - Mus musculus (mouse),2
kegg,mmu04929,GnRH secretion - Mus musculus (mouse),2
kegg,mmu04931,Insulin resistance - Mus musculus (mouse),2
kegg,mmu04960,Aldosterone-regulated sodium reabsorption - Mus musculus (mouse),2
kegg,mmu04970,Salivary secretion - Mus musculus (mouse),2
kegg,mmu04976,Bile secretion - Mus musculus (mouse),2
kegg,mmu05032,Morphine addiction - Mus musculus (mouse),2
kegg,mmu05033,Nicotine addiction - Mus musculus (mouse),2
kegg,mmu05143,African trypanosomiasis - Mus musculus (mouse),2
kegg,mmu05144,Malaria - Mus musculus (mouse),2
kegg,mmu05211,Renal cell carcinoma - Mus musculus (mouse),2
kegg,mmu05216,Thyroid cancer - Mus musculus (mouse),2
kegg,mmu05218,Melanoma - Mus musculus (mouse),2
kegg,mmu05322,Systemic lupus erythematosus - Mus musculus (mouse),2
netpath,Pathway_BDNF,BDNF,2
netpath,Pathway_CRH,CRH,2
netpath,Pathway_IL-7,IL-7,2
netpath,Pathway_IL11,IL11,2
netpath,Pathway_KitReceptor,KitReceptor,2
netpath,Pathway_TSLP,TSLP,2
pid,ajdiss_2pathway,Posttranslational regulation of adherens junction stability and dissassembly,2
pid,alk1pathway,ALK1 signaling events,2
pid,alphasynuclein_pathway,Alpha-synuclein signaling,2
pid,anthraxpathway,Cellular roles of Anthrax toxin,2
pid,arf6_traffickingpathway,Arf6 trafficking events,2
pid,arf6downstreampathway,Arf6 downstream pathway,2
pid,cmyb_pathway,C-MYB transcription factor network,2
pid,ecadherin_keratinocyte_pathway,E-cadherin signaling in keratinocytes,2
pid,ecadherin_nascentaj_pathway,E-cadherin signaling in the nascent adherens junction,2
pid,ecadherin_stabilization_pathway,Stabilization and expansion of the E-cadherin adherens junction,2
pid,ephbfwdpathway,EPHB forward signaling,2
pid,era_genomic_pathway,Validated nuclear estrogen receptor alpha network,2
pid,erbb1_internalization_pathway,Internalization of ErbB1,2
pid,glypican_1pathway,Glypican 1 network,2
pid,hdac_classi_pathway,Signaling events mediated by HDAC Class I,2
pid,hnf3apathway,FOXA1 transcription factor network,2
pid,il2_stat5pathway,IL2 signaling events mediated by STAT5,2
pid,insulin_pathway,Insulin Pathway,2
pid,integrin_a4b1_pathway,Alpha4 beta1 integrin signaling events,2
pid,kitpathway,Signaling events mediated by Stem cell factor receptor (c-Kit),2
pid,lkb1_pathway,LKB1 signaling events,2
pid,nectin_pathway,Nectin adhesion pathway,2
pid,nephrin_neph1_pathway,Nephrin/Neph1 signaling in the kidney podocyte,2
pid,netrin_pathway,Netrin-mediated signaling events,2
pid,nfkappabatypicalpathway,Atypical NF-kappaB pathway,2
pid,nfkappabcanonicalpathway,Canonical NF-kappaB pathway,2
pid,p38alphabetadownstreampathway,Signaling mediated by p38-alpha and p38-beta,2
pid,p75ntrpathway,p75(NTR)-mediated signaling,2
pid,pi3kcipathway,Class I PI3K signaling events,2
pid,plexind1_pathway,Plexin-D1 Signaling,2
pid,ptp1bpathway,Signaling events mediated by PTP1B,2
pid,ret_pathway,Signaling events regulated by Ret tyrosine kinase,2
pid,rxr_vdr_pathway,RXR and RAR heterodimerization with other nuclear receptor,2
pid,syndecan_4_pathway,Syndecan-4-mediated signaling events,2
pid,tcr_pathway,TCR signaling in na&#xef;ve CD4+ T cells,2
pid,tcrraspathway,Ras signaling in the CD4+ TCR pathway,2
pid,tgfbrpathway,TGF-beta receptor signaling,2
pid,thrombin_par1_pathway,PAR1-mediated thrombin signaling events,2
pid,trkrpathway,Neurotrophic factor-mediated Trk receptor signaling,2
pid,upa_upar_pathway,Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling,2
pid,wnt_canonical_pathway,Canonical Wnt signaling pathway,2
reactome,R-DME-110526,Insulin receptor mediated signaling,2
reactome,R-DME-1181150,Signaling by NODAL,2
reactome,R-DME-1266738,Developmental Biology,2
reactome,R-DME-1280215,Cytokine Signaling in Immune system,2
reactome,R-DME-199991,Membrane Trafficking,2
reactome,R-DME-199992,trans-Golgi Network Vesicle Budding,2
reactome,R-DME-212436,Generic Transcription Pathway,2
reactome,R-DME-432722,Golgi Associated Vesicle Biogenesis,2
reactome,R-DME-5252538,Drosophila signaling pathways,2
reactome,R-DME-5653656,Vesicle-mediated transport,2
reactome,R-DME-5673001,RAF/MAP kinase cascade,2
reactome,R-DME-5684996,MAPK1/MAPK3 signaling,2
reactome,R-DME-597592,Post-translational protein modification,2
reactome,R-DME-73857,RNA Polymerase II Transcription,2
reactome,R-DME-74160,Gene expression (Transcription),2
reactome,R-DME-8939211,ESR-mediated signaling,2
reactome,R-DME-9006931,Signaling by Nuclear Receptors,2
reactome,R-DME-9009391,Extra-nuclear estrogen signaling,2
reactome,R-DME-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,2
reactome,R-DRE-168256,Immune System,2
reactome,R-DRE-212436,Generic Transcription Pathway,2
reactome,R-DRE-2262752,Cellular responses to stress,2
reactome,R-DRE-3247509,Chromatin modifying enzymes,2
reactome,R-DRE-3700989,Transcriptional Regulation by TP53,2
reactome,R-DRE-392499,Metabolism of proteins,2
reactome,R-DRE-4839726,Chromatin organization,2
reactome,R-DRE-5633007,Regulation of TP53 Activity,2
reactome,R-DRE-597592,Post-translational protein modification,2
reactome,R-DRE-73857,RNA Polymerase II Transcription,2
reactome,R-DRE-74160,Gene expression (Transcription),2
reactome,R-DRE-76002,"Platelet activation, signaling and aggregation",2
reactome,R-DRE-8953897,Cellular responses to stimuli,2
reactome,R-RNO-109582,Hemostasis,2
reactome,R-RNO-112315,Transmission across Chemical Synapses,2
reactome,R-RNO-1257604,PIP3 activates AKT signaling,2
reactome,R-RNO-1266738,Developmental Biology,2
reactome,R-RNO-1280218,Adaptive Immune System,2
reactome,R-RNO-1660662,Glycosphingolipid metabolism,2
reactome,R-RNO-166520,Signaling by NTRKs,2
reactome,R-RNO-199991,Membrane Trafficking,2
reactome,R-RNO-202403,TCR signaling,2
reactome,R-RNO-202427,Phosphorylation of CD3 and TCR zeta chains,2
reactome,R-RNO-2672351,Stimuli-sensing channels,2
reactome,R-RNO-422475,Axon guidance,2
reactome,R-RNO-428157,Sphingolipid metabolism,2
reactome,R-RNO-432040,Vasopressin regulates renal water homeostasis via Aquaporins,2
reactome,R-RNO-432047,Passive transport by Aquaporins,2
reactome,R-RNO-445717,Aquaporin-mediated transport,2
reactome,R-RNO-449147,Signaling by Interleukins,2
reactome,R-RNO-556833,Metabolism of lipids,2
reactome,R-RNO-5653656,Vesicle-mediated transport,2
reactome,R-RNO-6798695,Neutrophil degranulation,2
reactome,R-RNO-6803157,Antimicrobial peptides,2
reactome,R-RNO-71291,Metabolism of amino acids and derivatives,2
reactome,R-RNO-9006925,Intracellular signaling by second messengers,2
reactome,R-RNO-9675108,Nervous system development,2
reactome,R-RNO-983712,Ion channel transport,2
reactome,R-RNO-9840309,Glycosphingolipid biosynthesis,2
smpdb,SMP00012,Catecholamine Biosynthesis,2
smpdb,SMP00034,Sphingolipid Metabolism,2
smpdb,SMP00170,Aromatic L-Aminoacid Decarboxylase Deficiency,2
smpdb,SMP00296,Acebutolol Action Pathway,2
smpdb,SMP00297,Alprenolol Action Pathway,2
smpdb,SMP00298,Atenolol Action Pathway,2
smpdb,SMP00299,Betaxolol Action Pathway,2
smpdb,SMP00300,Bisoprolol Action Pathway,2
smpdb,SMP00301,Esmolol Action Pathway,2
smpdb,SMP00302,Metoprolol Action Pathway,2
smpdb,SMP00303,Nadolol Action Pathway,2
smpdb,SMP00304,Oxprenolol Action Pathway,2
smpdb,SMP00305,Penbutolol Action Pathway,2
smpdb,SMP00306,Pindolol Action Pathway,2
smpdb,SMP00307,Propranolol Action Pathway,2
smpdb,SMP00321,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,2
smpdb,SMP00323,Quinidine Action Pathway,2
smpdb,SMP00324,Procainamide (Antiarrhythmic) Action Pathway,2
smpdb,SMP00325,Disopyramide Action Pathway,2
smpdb,SMP00326,Fosphenytoin (Antiarrhythmic) Action Pathway,2
smpdb,SMP00327,Phenytoin (Antiarrhythmic) Action Pathway,2
smpdb,SMP00328,Lidocaine (Antiarrhythmic) Action Pathway,2
smpdb,SMP00329,Mexiletine Action Pathway,2
